player_name,overall,height_(cm),weight_(kg),pace,acceleration,sprint_speed,dribbling,agility,balance,reactions,ball_control,composure,shooting,positioning,finishing,shot_power,long_shots,volleys,penalties,passing,vision,crossing,free_kick,short_pass,long_pass,pass_curve,defending,interceptions,heading,marking,standing_tackle,sliding_tackle,physicality,jumping,stamina,strength,aggression,diving,reflexes,handling,speed,kicking,positoning
Gonzalo Piovi,65,178,73,73,74,73,56,77,77,58,50,53,31,50,23,34,35,29,49,44,37,49,42,45,47,41,68,66,51,65,74,75,67,73,76,62,68,0,0,0,0,0,0
Federico Álvarez,65,183,78,67,68,66,56,59,58,61,54,50,31,46,28,28,34,35,48,51,43,64,39,53,45,39,66,67,66,63,67,66,69,71,72,70,60,0,0,0,0,0,0
Marcelo Amado Djaló Taritolay,65,193,86,41,31,49,42,27,30,54,52,46,30,28,22,61,19,25,32,29,28,24,30,32,29,30,65,58,62,66,70,63,73,60,46,90,67,0,0,0,0,0,0
Carl Starfelt,65,185,81,69,68,70,42,55,61,53,41,45,27,32,23,38,20,26,39,36,32,27,24,45,38,30,65,60,64,66,68,67,73,65,68,78,67,0,0,0,0,0,0
Matías Blázquez,65,188,83,51,48,53,36,45,35,52,45,56,31,24,19,64,27,34,35,45,26,33,32,62,56,28,64,61,73,64,63,59,72,73,62,81,62,0,0,0,0,0,0
Ju Sung Woo,65,183,75,63,63,63,58,57,61,65,59,59,47,43,42,59,58,21,32,55,47,60,56,62,52,26,61,71,67,47,65,64,75,75,77,75,70,0,0,0,0,0,0
Yake Wu,65,186,81,0,45,42,0,35,53,61,25,57,0,17,18,19,13,20,19,0,42,14,13,25,17,14,0,21,18,17,18,13,0,52,20,65,19,66,63,61,45,61,67
Yanqiang Hu,65,178,60,85,82,87,68,91,76,62,62,61,55,62,58,57,51,45,48,58,65,53,41,59,64,42,36,33,40,40,32,36,57,52,76,54,42,0,0,0,0,0,0
Keziah Veendorp,65,183,77,69,67,71,58,65,53,53,62,54,49,23,39,69,56,50,62,50,26,34,57,66,65,40,63,58,66,62,65,64,69,83,61,75,61,0,0,0,0,0,0
Francisco Fydriszewski,65,186,78,52,50,54,64,48,42,59,70,48,66,58,66,67,68,63,60,45,51,32,33,58,31,37,31,34,62,25,25,26,69,60,64,79,54,0,0,0,0,0,0
Nicolás Oroz,65,173,73,76,75,77,70,80,78,55,69,53,53,51,48,65,57,46,48,62,57,64,49,68,61,55,52,58,45,57,46,45,55,35,62,57,45,0,0,0,0,0,0
Aslak Fonn Witry,65,178,76,75,76,74,61,68,75,59,58,52,40,44,27,61,48,32,43,56,49,63,62,57,51,61,61,65,41,59,67,65,64,64,75,60,62,0,0,0,0,0,0
Saleh Al Jaman,65,174,65,80,79,81,66,76,78,58,65,45,60,62,62,66,58,36,56,58,53,58,48,61,58,63,24,17,57,28,14,20,58,74,65,62,33,0,0,0,0,0,0
Florian Jamnig,65,183,70,80,83,78,63,66,71,64,61,59,62,55,63,71,63,39,52,60,60,63,57,61,58,58,33,35,45,26,36,33,55,46,67,58,37,0,0,0,0,0,0
Maarten de Fockert,65,189,73,0,48,45,0,34,54,59,29,47,0,14,19,27,19,19,27,0,28,12,20,30,25,14,0,26,18,8,17,18,0,51,22,49,21,63,65,65,48,64,67
Alessandro Ciranni,65,175,70,72,71,73,65,58,65,60,67,59,52,51,49,44,65,49,54,64,52,69,73,64,63,78,62,62,39,66,65,62,49,48,62,41,52,0,0,0,0,0,0
Cristóbal Vergara,65,176,70,61,66,56,47,52,60,55,49,48,31,25,25,49,31,22,36,52,38,50,42,62,57,38,64,70,65,65,61,57,71,74,66,75,65,0,0,0,0,0,0
Weihui Rao,65,178,71,73,74,73,58,63,68,61,58,56,27,49,23,24,26,20,63,60,35,68,70,68,62,65,63,58,60,65,64,62,65,67,69,64,62,0,0,0,0,0,0
Dianzuo Liu,65,190,81,0,41,49,0,37,46,61,20,62,0,18,15,21,17,16,23,0,58,15,20,24,41,18,0,23,13,19,20,20,0,59,38,72,20,64,65,64,41,70,62
Jacopo Petriccione,65,180,75,55,58,53,65,59,68,63,70,57,50,65,49,57,46,39,49,66,63,63,42,74,70,50,57,55,63,50,62,61,54,63,34,60,61,0,0,0,0,0,0
Nathan Raphael Pelae Cardoso,65,188,78,74,76,73,55,74,72,59,52,47,45,47,39,64,42,39,47,50,39,43,39,60,59,41,63,66,65,55,68,64,69,82,65,69,69,0,0,0,0,0,0
Pablo Jaquez,65,181,75,62,58,65,51,50,75,63,55,59,28,29,21,47,21,29,44,43,32,34,30,55,50,29,65,63,67,64,68,62,64,76,65,65,55,0,0,0,0,0,0
Elliot Käck,65,173,68,85,88,83,61,71,83,53,60,57,48,50,37,68,55,43,39,60,62,65,57,56,56,67,59,64,48,60,57,58,60,83,86,50,46,0,0,0,0,0,0
Deklan Wynne,65,178,75,76,79,73,62,61,76,61,60,53,27,48,24,23,27,31,41,50,43,55,32,56,52,30,63,62,60,62,64,64,68,76,63,69,69,0,0,0,0,0,0
Jafar Arias,65,191,80,62,55,67,58,43,52,59,58,54,65,60,67,72,62,52,51,45,50,31,34,57,32,38,27,18,66,25,23,26,70,62,60,83,53,0,0,0,0,0,0
Hernán Da Campo,65,175,70,71,69,73,63,65,64,61,65,49,60,58,64,62,56,39,55,61,66,64,54,62,53,57,48,48,41,44,55,45,67,64,72,69,58,0,0,0,0,0,0
Emiliano Amor,65,183,80,44,46,43,46,38,46,57,50,45,25,27,18,45,19,23,36,42,34,35,17,52,48,30,63,59,61,65,65,64,75,58,63,85,70,0,0,0,0,0,0
Carlos Lobos,65,173,70,70,71,70,59,64,69,62,66,58,53,48,53,66,45,38,61,60,50,52,46,72,66,45,62,60,47,64,66,63,63,64,55,71,55,0,0,0,0,0,0
Adrián Arregui,65,176,74,70,71,69,63,68,69,55,64,62,56,50,52,61,63,58,53,55,56,45,36,63,63,39,62,63,68,52,68,67,75,80,82,69,82,0,0,0,0,0,0
Jimmy Martinez,65,175,71,75,73,77,66,72,70,62,66,50,52,66,49,51,59,49,52,59,59,62,49,63,54,45,42,38,39,44,44,37,60,59,66,61,51,0,0,0,0,0,0
Enes ipovi?,65,198,91,41,38,44,39,36,31,53,49,51,29,24,24,43,25,26,35,37,30,30,30,49,34,27,64,57,69,63,69,61,74,66,62,88,56,0,0,0,0,0,0
Courtney Senior,65,176,64,90,90,90,67,81,81,47,63,56,54,58,57,52,51,48,51,55,58,58,42,57,46,57,34,23,38,50,25,32,52,60,74,44,43,0,0,0,0,0,0
Joaquín Laso,65,187,75,56,54,58,49,45,55,54,58,49,26,23,22,38,25,21,35,39,35,41,23,45,35,29,65,63,62,65,66,67,72,54,66,79,64,0,0,0,0,0,0
Roman Kerschbaum,65,181,75,68,67,68,60,63,65,64,63,56,56,58,50,64,62,46,58,60,63,48,54,68,62,49,59,60,48,55,66,63,66,58,73,64,63,0,0,0,0,0,0
Danilo Arboleda,65,190,83,44,53,37,39,47,43,63,41,53,24,26,16,37,23,23,40,40,28,27,26,60,35,21,66,71,75,62,65,58,72,42,58,91,47,0,0,0,0,0,0
Hyun Cheol Jeong,65,187,74,56,50,61,57,58,58,63,59,59,52,57,44,67,62,32,35,59,67,35,41,70,66,34,60,61,68,55,62,61,71,73,76,74,57,0,0,0,0,0,0
Branislav Ni?aj,65,191,85,47,32,59,48,44,48,64,52,52,24,28,18,33,23,29,40,53,47,57,24,60,59,24,64,64,61,62,66,62,72,33,66,80,67,0,0,0,0,0,0
Jorrit Smeets,65,182,71,65,66,64,65,67,70,66,66,60,53,57,51,65,50,50,38,63,64,59,43,67,65,58,63,64,38,63,69,68,68,64,71,66,72,0,0,0,0,0,0
Mauro Savastano,65,176,69,73,75,72,63,67,74,62,62,48,39,50,31,59,32,34,43,48,39,56,33,55,40,44,64,58,60,66,64,70,67,72,66,66,69,0,0,0,0,0,0
Matheus Reis de Lima,65,184,79,68,70,67,63,59,57,66,66,56,43,50,44,40,42,42,49,56,47,68,46,65,40,47,64,64,58,60,69,71,64,74,41,77,57,0,0,0,0,0,0
Alan Mozo,65,173,68,80,79,81,65,80,73,60,61,60,34,53,33,29,34,35,47,54,42,62,38,60,58,34,62,60,54,63,64,62,59,55,70,56,56,0,0,0,0,0,0
Braian Rivero,65,178,74,64,65,63,61,65,67,61,65,60,41,52,36,54,35,32,48,59,65,46,43,67,59,42,62,62,56,61,65,63,67,61,69,66,67,0,0,0,0,0,0
Takaharu Nishino,65,187,73,62,61,62,41,35,54,57,55,52,32,29,32,32,30,31,39,41,32,31,32,58,32,29,64,61,60,62,67,69,69,62,56,80,59,0,0,0,0,0,0
Kazuya Miyahara,65,172,67,72,71,72,56,71,77,62,60,47,34,37,26,49,40,25,36,58,43,57,34,71,66,32,60,71,46,53,65,55,68,77,83,60,68,0,0,0,0,0,0
Jae Suk Oh,65,178,74,59,57,60,57,68,62,65,59,59,34,42,31,37,35,31,34,46,31,56,32,58,33,31,67,61,62,63,75,74,64,56,58,74,49,0,0,0,0,0,0
Saeed Al Rubaie,65,188,80,64,63,64,42,52,53,61,55,58,25,27,20,34,22,25,35,45,29,31,27,63,55,23,64,61,63,63,66,64,67,62,61,74,59,0,0,0,0,0,0
Fabio Depaoli,65,178,71,71,72,70,69,68,70,62,70,57,53,52,50,62,47,48,70,63,64,65,44,63,64,72,49,46,48,48,52,54,43,33,45,37,59,0,0,0,0,0,0
Norberto Briasco,65,179,82,67,63,70,65,68,65,58,62,56,67,60,72,67,64,44,68,48,51,39,38,56,44,44,23,20,67,19,14,22,57,61,57,61,47,0,0,0,0,0,0
Moussa Sylla,65,181,70,76,74,78,65,70,66,62,64,59,63,64,66,60,59,55,65,53,50,50,45,59,49,48,22,16,59,22,17,14,57,63,61,59,45,0,0,0,0,0,0
Ko Matsubara,65,182,72,73,78,68,65,66,63,51,68,62,57,66,60,62,56,24,32,58,46,70,25,64,57,45,62,61,36,62,69,64,67,58,69,66,69,0,0,0,0,0,0
Mitsunari Musaka,65,176,66,65,63,67,63,69,73,62,65,62,59,56,57,63,67,48,46,66,68,64,66,68,64,49,58,55,48,57,65,58,63,56,67,67,49,0,0,0,0,0,0
Olivier Verdon,65,190,85,51,52,51,39,44,46,53,41,53,29,31,21,41,27,34,44,39,28,30,28,52,38,34,66,62,62,67,68,67,72,72,69,80,58,0,0,0,0,0,0
Nicolás Guerra,65,174,64,72,74,71,66,70,72,58,67,55,63,63,68,64,55,50,57,50,53,32,32,60,56,34,21,18,61,15,18,16,61,71,68,61,49,0,0,0,0,0,0
Pedro José Moreira da Silva,65,189,76,0,29,30,0,30,38,68,16,34,0,8,9,25,5,9,13,0,50,12,12,29,15,10,0,8,14,14,14,12,0,64,19,53,28,69,67,58,29,59,59
Ousseynou Ba,65,192,84,62,62,62,40,53,70,52,37,55,30,29,26,39,27,29,42,37,37,34,30,43,29,35,64,63,65,65,65,62,77,79,72,85,64,0,0,0,0,0,0
Jonathan Clauss,65,185,72,72,74,70,62,64,61,62,64,63,40,51,39,44,38,35,42,58,57,63,34,62,55,42,63,58,56,64,68,65,59,62,66,58,54,0,0,0,0,0,0
Noa Lang,65,179,69,75,73,76,70,78,72,63,67,60,57,55,55,67,52,48,68,63,68,64,57,66,55,56,48,55,58,32,56,49,67,66,72,62,72,0,0,0,0,0,0
Brian Figueroa,65,176,72,68,72,65,64,63,59,57,62,58,59,63,65,58,52,40,55,60,55,66,34,66,61,46,26,15,63,32,16,21,56,62,54,67,31,0,0,0,0,0,0
Sam Hughes,65,187,80,54,52,56,46,50,56,64,44,56,33,45,29,42,27,32,45,38,38,38,34,40,33,35,64,62,68,64,65,62,67,71,50,74,69,0,0,0,0,0,0
Jesús Godínez,65,183,79,69,67,71,61,54,53,58,62,61,62,60,65,61,58,58,60,49,53,52,27,56,26,57,30,26,71,28,21,25,69,63,56,78,62,0,0,0,0,0,0
Jonathan Levi,65,185,75,77,76,78,66,64,58,54,68,53,65,56,66,66,65,62,57,59,56,63,69,58,52,66,33,15,48,52,23,25,54,53,61,59,32,0,0,0,0,0,0
Allan Gonçalves Sousa,65,174,70,87,85,89,73,89,92,67,68,63,61,56,62,65,54,55,67,59,68,58,57,58,51,56,27,26,57,31,17,15,61,80,76,60,42,0,0,0,0,0,0
Vincent Pule,65,169,64,78,73,82,69,71,84,52,63,59,71,57,75,83,61,56,63,54,57,56,55,54,47,51,39,29,54,40,41,34,51,60,54,51,46,0,0,0,0,0,0
Alexandre De Bruyn,65,178,69,72,75,70,68,72,72,57,66,61,64,62,64,63,66,59,63,60,58,56,60,65,58,62,31,27,52,30,28,29,55,71,58,57,42,0,0,0,0,0,0
Mohamed Naamani,65,196,94,38,44,33,47,49,32,65,62,55,24,24,20,35,18,27,38,37,28,28,30,49,38,30,62,58,67,61,64,58,78,54,66,90,67,0,0,0,0,0,0
Alexsandar Radovanovi?,65,189,83,47,54,42,34,34,43,55,32,58,29,25,27,34,28,27,38,44,32,30,32,58,55,31,65,62,69,65,67,56,74,59,61,82,72,0,0,0,0,0,0
Áron Dobos,65,174,70,74,81,68,67,69,76,54,64,58,62,47,60,65,64,61,67,65,65,62,54,71,62,63,22,11,51,30,13,18,46,57,41,47,48,0,0,0,0,0,0
Hilary Gong,65,169,72,90,90,90,69,75,88,58,66,62,57,57,57,62,55,54,47,56,51,61,42,60,47,63,33,28,42,44,24,26,55,63,52,56,53,0,0,0,0,0,0
Jaka Bijol,65,190,85,59,57,61,55,53,45,58,58,44,41,41,34,55,38,52,49,58,66,45,47,65,58,45,65,68,68,64,64,65,70,72,62,75,66,0,0,0,0,0,0
Oleksandr Andrievskyi,65,179,73,66,65,67,48,50,67,54,49,60,45,45,39,50,60,37,35,59,47,45,56,71,75,36,64,65,47,66,66,68,59,60,71,52,63,0,0,0,0,0,0
Fashion Sakala,65,178,72,80,81,79,62,76,74,53,57,60,66,58,68,71,61,60,68,51,55,56,49,52,38,53,29,35,65,20,26,21,64,82,67,66,53,0,0,0,0,0,0
Alexei Co?elev,65,200,90,0,33,25,0,25,22,52,10,53,0,6,8,24,5,6,11,0,50,11,14,19,17,11,0,13,11,13,13,12,0,31,21,76,25,67,65,65,33,66,67
Marcos Robson Cipriano,65,171,65,81,83,79,69,73,83,67,66,66,54,65,58,52,43,53,50,55,58,54,38,60,47,45,24,23,34,24,21,28,40,41,52,40,26,0,0,0,0,0,0
?lkay Durmu?,65,180,73,77,80,75,64,67,70,61,61,62,63,60,64,64,62,57,60,62,65,63,61,63,56,64,52,57,35,50,55,51,55,60,64,50,56,0,0,0,0,0,0
Vitalie Damascan,65,180,69,71,72,71,61,59,68,62,63,62,65,67,68,61,65,55,61,55,62,51,67,57,49,42,21,12,62,20,16,14,56,66,61,55,51,0,0,0,0,0,0
Nazariy Rusyn,65,177,68,69,70,69,58,55,73,70,59,46,66,73,70,62,67,51,57,45,45,32,34,62,27,36,19,13,56,15,16,16,46,71,53,45,33,0,0,0,0,0,0
Roman Procházka,65,183,77,57,56,58,51,59,60,69,54,62,31,32,26,49,25,25,38,55,61,38,53,61,58,49,66,67,45,69,69,70,64,61,63,68,56,0,0,0,0,0,0
Sofiane Diop,65,165,55,74,76,72,70,81,92,59,67,64,58,61,56,58,62,53,55,58,60,51,47,61,57,61,31,32,39,30,31,28,38,53,47,29,44,0,0,0,0,0,0
Carlos Ohene,65,170,74,72,73,72,63,72,76,57,68,59,52,56,46,66,54,47,43,61,58,58,46,65,66,58,60,61,51,60,63,56,72,62,86,65,72,0,0,0,0,0,0
Alan Mannus,65,188,92,0,32,50,0,41,61,56,22,65,0,19,11,21,12,14,17,0,47,13,16,11,30,14,0,17,11,22,20,13,0,56,30,64,34,66,63,66,32,62,68
Luke McCormick,65,183,88,0,33,42,0,46,50,79,25,67,0,11,11,24,19,11,11,0,52,11,18,27,32,14,0,22,14,18,14,13,0,69,28,63,25,62,63,64,33,62,61
Arnaud Balijon,65,183,80,0,34,36,0,43,42,55,18,54,0,9,10,19,11,10,13,0,27,10,9,26,24,12,0,15,14,12,12,13,0,51,30,59,23,63,67,59,34,68,69
Lee Miller,65,188,77,54,53,54,61,55,53,68,63,67,64,58,62,68,64,63,71,61,64,58,63,63,56,55,43,35,70,36,44,45,78,83,70,83,74,0,0,0,0,0,0
Eric Oelschlägel,64,193,85,0,39,42,0,34,27,64,20,32,0,7,12,24,10,10,18,0,27,14,11,23,18,20,0,11,25,8,17,16,0,54,29,76,24,67,68,60,39,57,58
Chidiebere Nwakali,64,173,68,75,77,73,65,75,77,64,63,59,60,59,57,69,62,49,45,60,63,55,54,63,61,40,61,62,54,59,65,64,69,72,76,67,62,0,0,0,0,0,0
Edward Nketiah,64,178,70,84,87,82,65,76,72,66,62,60,62,65,66,60,59,56,57,47,52,33,38,54,46,43,20,16,51,14,19,15,54,73,54,56,43,0,0,0,0,0,0
William Bianda,64,185,82,62,61,63,50,43,56,53,53,55,26,28,20,36,26,22,41,43,35,31,31,55,48,32,64,57,63,72,62,60,68,71,61,73,63,0,0,0,0,0,0
Alec Georgen,64,172,67,75,75,75,66,76,81,52,65,55,49,55,48,56,43,41,48,55,43,70,46,59,48,45,61,53,53,63,65,64,56,60,60,56,52,0,0,0,0,0,0
José Mena Rodríguez,64,175,64,61,64,59,61,51,80,66,72,52,51,61,52,57,40,42,53,61,66,48,55,65,66,51,62,59,49,61,69,65,54,56,51,54,55,0,0,0,0,0,0
Julien Serrano,64,181,65,63,62,64,59,57,69,56,59,54,37,55,35,39,33,34,49,54,40,63,40,60,52,49,65,59,60,65,69,68,55,57,59,54,52,0,0,0,0,0,0
Tommaso Berni,64,185,80,0,29,29,0,37,35,59,15,58,0,10,15,16,16,13,20,0,28,11,13,28,27,14,0,13,10,3,12,12,0,43,26,43,25,64,66,60,29,59,64
Oguzhan Aydogan,64,175,67,67,68,66,69,75,78,57,69,58,64,54,63,67,66,63,60,60,60,60,65,62,52,66,23,27,48,20,16,21,49,58,52,43,58,0,0,0,0,0,0
Elvis Rexhbecaj,64,182,73,65,64,66,62,65,68,58,64,48,48,58,41,62,45,47,54,62,58,46,41,76,72,41,53,53,54,56,49,55,63,58,64,60,69,0,0,0,0,0,0
Oliver Shenton,64,175,77,63,66,61,67,63,69,60,70,70,53,54,52,62,47,49,60,64,64,59,49,70,65,58,52,44,49,56,54,55,63,69,61,67,52,0,0,0,0,0,0
Haji Wright,64,193,80,66,65,66,59,54,40,59,63,57,63,59,65,67,60,51,64,48,55,42,34,54,37,51,23,13,65,20,20,18,64,60,62,78,30,0,0,0,0,0,0
Bote Baku,64,176,72,78,79,78,71,79,90,63,71,56,54,58,58,54,48,45,50,60,55,53,45,70,64,47,58,61,51,68,52,50,58,69,66,49,70,0,0,0,0,0,0
Devante Parker,64,175,66,79,79,79,68,79,78,60,64,45,57,58,50,65,61,62,56,57,55,59,43,62,53,57,37,35,53,30,41,36,55,74,55,49,63,0,0,0,0,0,0
Dennis Eckert,64,181,79,53,58,48,58,52,61,62,58,57,64,64,68,62,60,59,59,46,41,35,50,59,37,45,27,18,67,35,15,16,60,64,53,77,25,0,0,0,0,0,0
Diego Alende López,64,184,76,54,53,55,43,32,65,60,60,58,26,28,24,31,23,21,33,41,33,26,26,61,35,26,63,69,66,50,68,71,57,78,43,59,62,0,0,0,0,0,0
Daniel Molina Orta,64,183,72,56,53,58,65,66,67,58,69,62,59,56,56,59,66,58,55,66,71,49,59,72,69,66,58,59,42,50,68,66,45,59,52,33,63,0,0,0,0,0,0
Jonathan Bond,64,193,84,0,54,42,0,56,55,61,19,61,0,13,13,21,15,14,17,0,43,11,13,33,35,14,0,23,13,14,14,17,0,71,38,64,37,65,64,61,54,61,62
Obite Evan NDicka,64,192,80,68,69,67,58,53,51,62,63,67,44,56,35,64,49,28,33,54,61,40,30,63,61,23,60,61,66,60,58,61,72,72,65,79,62,0,0,0,0,0,0
Connor Roberts,64,175,71,69,72,67,59,71,70,60,57,44,30,44,32,36,19,14,41,51,42,62,18,57,52,34,62,65,51,63,64,62,61,61,66,60,58,0,0,0,0,0,0
Oleksandr Zubkov,64,182,78,75,78,73,64,50,64,64,63,54,62,62,62,65,63,52,55,53,57,44,33,62,54,30,20,24,55,13,16,12,49,67,58,51,30,0,0,0,0,0,0
Hicham Mahou,64,180,77,68,67,68,66,69,65,57,65,54,63,61,64,68,56,57,64,60,58,62,50,65,54,51,33,18,49,35,36,30,50,53,49,58,29,0,0,0,0,0,0
Salvador Ichazo,64,188,83,0,45,45,0,55,50,68,18,55,0,12,17,21,17,18,23,0,21,18,15,31,19,19,0,17,16,10,16,13,0,65,31,73,19,62,61,62,45,67,62
Freddie Woodman,64,188,83,0,43,47,0,38,37,61,22,54,0,12,16,24,14,16,20,0,37,14,13,26,26,15,0,28,20,10,21,20,0,48,30,46,32,66,65,60,43,55,63
Takuma Nishimura,64,178,72,79,77,81,65,66,66,58,61,63,64,63,67,67,58,58,62,57,48,64,42,62,55,59,22,19,55,22,14,17,63,69,66,69,44,0,0,0,0,0,0
Ilzat Akhmetov,64,172,67,76,74,77,71,80,82,51,67,53,58,61,56,61,61,47,50,58,53,54,50,63,62,45,38,41,34,38,38,31,46,52,60,40,43,0,0,0,0,0,0
Pawel Jaroszynski,64,184,77,72,75,69,55,52,62,64,55,58,43,34,39,49,46,57,47,54,39,57,42,58,60,60,63,60,60,59,68,65,69,71,69,69,70,0,0,0,0,0,0
Lorenzo Callegari,64,174,71,64,61,66,67,69,81,61,73,56,50,55,45,57,53,41,52,66,69,58,40,73,74,47,60,51,57,64,64,61,49,57,55,46,47,0,0,0,0,0,0
Hasan Batuhan Artarslan,64,190,84,56,47,63,54,47,51,64,60,49,50,44,50,59,43,45,59,52,42,43,32,65,58,46,64,66,63,62,68,57,72,61,68,77,66,0,0,0,0,0,0
Ugurcan Çakir,64,188,82,0,42,44,0,46,58,63,24,44,0,14,13,24,19,20,23,0,40,15,20,32,27,18,0,25,14,17,18,16,0,65,40,67,27,64,67,62,42,64,60
Gianluca Scamacca,64,195,80,54,54,54,63,58,37,56,69,59,65,56,66,68,64,57,55,49,59,22,70,60,40,51,34,24,69,50,17,18,63,70,54,74,47,0,0,0,0,0,0
Lautaro Montoya,64,170,73,71,70,72,67,76,77,62,67,64,55,63,49,59,64,50,54,63,63,63,45,68,60,56,57,63,45,55,59,61,60,65,70,58,52,0,0,0,0,0,0
Dimitry Bertaud,64,180,85,0,48,55,0,35,61,56,22,48,0,12,15,21,19,19,18,0,20,14,14,26,25,14,0,25,19,12,17,21,0,50,42,63,26,67,70,60,48,58,59
Morgan Poaty,64,177,73,82,81,82,62,76,69,60,59,55,52,53,49,68,47,39,47,49,59,53,32,45,48,37,64,63,56,67,65,60,68,63,73,68,65,0,0,0,0,0,0
Denis Will Poha,64,173,72,74,77,72,67,75,77,55,65,60,59,40,54,70,68,49,61,64,57,63,66,69,62,62,65,68,55,66,65,62,71,71,76,69,70,0,0,0,0,0,0
Harun Alpsoy,64,185,78,71,70,71,57,63,59,54,63,55,40,51,31,53,42,41,46,60,60,45,40,72,66,36,59,55,59,64,59,56,70,55,68,72,71,0,0,0,0,0,0
Ozan Evrim Özenç,64,190,85,0,42,56,0,33,45,59,22,50,0,16,15,18,17,17,22,0,24,13,14,26,17,12,0,21,11,20,12,19,0,67,22,73,18,62,66,63,42,62,65
Osman Çelik,64,182,79,54,54,54,62,59,60,57,66,62,47,44,39,70,46,43,41,55,49,45,31,65,64,40,62,55,70,58,69,58,74,73,77,73,73,0,0,0,0,0,0
Anthony Mandrea,64,186,78,0,41,49,0,33,55,59,18,51,0,15,17,20,14,16,23,0,15,13,20,28,19,14,0,19,15,12,19,21,0,51,28,62,24,68,72,56,41,58,60
Kévin Soni,64,183,76,73,75,72,71,71,66,54,72,53,54,54,57,54,47,57,53,57,58,55,48,63,50,55,44,32,64,50,42,37,57,66,44,64,54,0,0,0,0,0,0
Ahmed Touba,64,184,81,80,78,81,64,61,58,52,67,55,50,52,47,52,54,53,54,61,60,62,46,64,60,56,58,56,47,60,60,64,71,77,71,74,62,0,0,0,0,0,0
Ashtone Morgan,64,180,75,81,79,83,61,77,69,57,58,56,39,56,34,42,40,37,44,56,54,59,33,58,53,60,60,59,52,59,63,63,65,67,71,60,69,0,0,0,0,0,0
Morgan Gibbs-White,64,178,70,64,65,63,69,67,69,56,70,64,55,55,51,64,58,45,46,60,60,45,44,69,67,48,49,53,38,49,49,48,54,57,61,50,55,0,0,0,0,0,0
Ben Stevenson,64,182,67,70,75,66,64,69,72,54,64,71,60,58,59,64,62,51,59,64,67,60,58,66,63,61,54,57,42,53,57,54,51,54,72,44,42,0,0,0,0,0,0
Mattia Vitale,64,183,76,62,66,58,65,70,65,51,68,55,50,55,38,63,60,56,52,67,64,66,49,72,68,65,52,50,48,52,55,52,57,59,64,57,48,0,0,0,0,0,0
Caleb Stanko,64,180,81,50,51,49,61,66,71,58,64,49,45,38,41,60,44,37,46,54,55,40,38,65,58,40,62,61,51,62,65,64,70,77,62,74,67,0,0,0,0,0,0
Onur Atasayar,64,184,74,77,78,77,61,63,60,56,60,58,34,45,33,30,35,33,39,47,51,58,35,44,40,33,65,62,53,63,72,67,58,61,57,58,58,0,0,0,0,0,0
Furkan Soyalp,64,175,73,65,64,66,67,72,68,57,68,58,58,61,54,66,59,60,51,64,66,59,50,67,64,64,48,48,50,42,53,46,60,62,65,61,49,0,0,0,0,0,0
Andrew Carleton,64,170,66,71,73,70,71,86,80,55,66,64,60,58,60,62,58,64,59,61,61,53,64,64,61,73,35,26,43,31,40,41,52,53,54,49,58,0,0,0,0,0,0
Imad Faraj,64,177,64,70,71,70,69,75,80,61,67,67,58,62,57,63,55,52,56,60,60,59,53,64,56,60,28,19,39,27,30,27,42,50,51,38,41,0,0,0,0,0,0
Adam Jakubech,64,188,85,0,36,44,0,35,24,65,13,51,0,5,6,26,6,8,10,0,39,11,13,23,20,11,0,10,12,12,10,13,0,60,27,70,19,63,66,62,36,64,61
Alexis Peña,64,188,77,66,67,66,41,58,46,62,49,62,37,27,23,59,43,39,52,50,39,41,27,67,46,38,62,62,58,63,63,64,70,67,71,76,56,0,0,0,0,0,0
Tony Figueroa,64,172,55,70,68,72,68,83,87,56,62,45,59,64,58,68,53,56,63,59,55,60,41,67,53,50,25,20,41,15,32,30,39,56,64,28,29,0,0,0,0,0,0
Tony Alfaro,64,188,86,61,55,66,52,51,59,60,56,55,25,20,20,39,18,23,39,45,35,28,25,59,59,24,62,55,59,64,64,62,70,57,52,81,69,0,0,0,0,0,0
Juan Miguel Basulto,64,185,76,48,44,51,51,57,46,58,60,57,45,39,42,59,42,35,49,54,52,47,39,61,60,40,62,61,62,60,63,63,69,64,64,74,62,0,0,0,0,0,0
Gonzalo Di Renzo,64,181,74,80,78,81,65,74,63,58,64,53,59,60,64,59,48,52,58,56,58,59,41,58,51,53,31,16,67,38,24,23,60,57,67,69,28,0,0,0,0,0,0
Calum Mallace,64,183,85,45,43,47,54,45,49,54,58,54,53,45,46,68,54,54,49,61,55,56,59,66,66,52,61,63,61,62,62,48,76,57,62,82,81,0,0,0,0,0,0
Mert Özyildirim,64,180,75,66,66,66,56,64,64,58,56,48,33,42,20,50,39,25,47,45,46,27,28,61,43,30,63,63,62,61,66,63,63,70,56,71,52,0,0,0,0,0,0
Abdelhamid Sabiri,64,186,80,72,71,72,73,77,63,63,71,64,56,57,58,55,55,41,53,53,53,54,64,49,48,72,36,28,68,28,37,39,62,70,65,67,44,0,0,0,0,0,0
Carlos Cuesta,64,172,68,79,78,80,49,76,68,62,48,55,26,20,21,31,30,33,34,44,36,28,20,66,35,32,62,62,69,55,65,65,67,75,68,73,50,0,0,0,0,0,0
