player_name,acceleration,sprint_speed,agility,balance,reactions,ball_control,composure,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick,short_pass,long_pass,pass_curve,interceptions,heading,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,classification
Joshua Pérez,69,66,71,84,57,67,58,61,58,67,62,59,68,64,65,56,65,52,58,29,53,58,35,36,45,34,34,39,technical_finishing_attackers
Javier Jiménez García,53,51,60,63,64,52,49,30,25,41,28,32,46,45,41,29,63,53,32,66,62,67,69,66,66,51,48,69,strong_defensive_minded
Kortne Ford,64,71,59,58,62,43,48,27,29,30,16,26,38,34,25,23,48,27,18,62,57,62,66,61,75,68,84,77,strong_defensive_minded
Daleho Irandust,76,71,70,68,55,71,62,57,59,52,42,46,39,66,52,43,65,65,48,40,39,40,44,39,57,70,66,44,aerial_ball_skiller
Freddy Flórez,72,60,57,77,60,66,62,47,42,47,34,29,45,42,54,42,66,64,39,61,44,63,64,57,66,69,73,78,def_ball_winners
Anier Figueroa,65,65,67,57,57,53,56,29,43,51,34,49,38,32,28,27,37,21,22,68,69,60,67,64,75,55,69,73,strong_defensive_minded
Cristhian Paredes,67,66,63,64,64,63,60,45,57,68,56,46,63,65,51,53,73,64,51,59,66,65,65,63,56,70,62,64,def_ball_winners
Louis Verstraete,66,68,58,75,61,66,59,56,40,70,62,56,47,65,61,63,69,67,61,60,58,53,61,60,65,66,71,66,all_rounders_passers
Bryan Passi,57,63,57,51,54,54,56,31,36,55,32,34,51,45,61,44,68,63,40,66,63,62,65,60,68,34,75,63,strong_defensive_minded
Ian Harkes,69,60,65,63,60,66,60,60,60,75,60,65,62,59,48,58,69,65,62,58,57,61,51,54,69,77,69,71,all_rounders_passers
Vasilije Janji?i?,64,64,71,72,60,66,56,51,38,63,49,47,54,55,50,43,69,65,45,57,60,64,66,60,61,66,76,70,def_ball_winners
Erik Expósito Hernández,61,63,62,55,60,65,56,66,69,58,57,50,64,45,28,30,66,35,41,29,67,22,26,23,69,61,70,25,aerial_ball_skiller
Patrick Sontheimer,68,68,82,91,62,68,66,52,45,51,36,46,49,63,57,40,69,67,57,61,28,59,58,62,61,78,44,68,def_ball_winners
Yi-Young Park,76,75,72,64,64,63,53,55,30,34,33,33,34,48,61,24,62,54,37,59,55,62,66,62,68,68,66,51,def_ball_winners
Gastón Togni,86,77,74,59,53,64,58,51,63,65,55,51,64,60,65,46,60,51,58,41,47,35,40,37,48,69,68,39,aerial_ball_skiller
Filip Rogic,70,68,74,72,66,65,61,62,57,62,59,41,45,61,58,47,65,60,57,58,59,62,61,62,71,88,67,78,def_ball_winners
Samuel Tetteh,74,83,69,70,50,62,48,65,66,74,55,63,62,55,55,62,56,46,56,15,58,20,20,14,62,63,56,31,aerial_ball_skiller
Florian Pick,89,84,81,79,58,65,47,61,53,50,42,48,51,45,63,42,60,54,47,17,40,19,24,26,60,67,46,32,aerial_ball_skiller
Abdullah Al Joui,86,79,73,90,63,65,62,61,52,54,48,48,52,58,64,51,63,51,70,20,40,19,25,24,47,51,41,37,aerial_ball_skiller
Callum Gribbin,70,68,62,66,60,67,58,62,54,65,62,44,56,64,62,72,66,63,64,42,54,22,35,40,54,65,60,50,technical_finishing_attackers
Luca Di Matteo,74,78,66,70,65,58,63,58,41,56,54,46,50,43,70,47,63,60,65,70,44,53,54,60,61,79,64,62,def_ball_winners
Daniel Christensen,70,69,80,74,65,63,77,44,51,51,54,53,45,52,63,50,64,56,56,60,61,63,66,64,63,66,58,56,def_ball_winners
Andrés Lamas,36,39,53,45,51,51,57,33,39,39,31,37,42,46,28,38,47,44,38,62,70,69,67,64,49,33,78,66,strong_defensive_minded
Geoffrey Treand,64,68,69,68,65,65,54,71,66,68,54,57,60,64,56,66,70,56,63,38,54,35,37,30,70,68,59,57,technical_finishing_attackers
Álvaro Fernández,66,67,66,56,63,69,65,62,54,68,60,62,59,63,62,65,68,65,70,55,68,45,53,46,63,66,58,59,technical_finishing_attackers
Simone Salviato,70,72,63,63,61,55,59,39,42,71,58,53,45,49,59,57,57,52,57,61,61,66,65,65,82,79,82,69,def_ball_winners
Manuel Pascali,37,34,65,61,56,60,51,41,44,57,58,42,28,43,50,55,58,55,34,55,68,62,64,57,64,80,81,82,def_ball_winners
Rodolph Austin,36,47,33,67,53,58,64,51,47,72,53,55,62,54,56,65,56,62,46,61,59,64,64,55,70,56,86,80,def_ball_winners
Christian Dorda,67,65,64,60,64,61,59,45,22,55,28,42,45,44,63,36,62,61,66,65,57,64,65,65,67,71,71,67,def_ball_winners
Abdullah Al Zori,70,68,71,64,59,66,55,73,44,51,40,26,28,50,65,23,58,45,36,59,66,65,67,64,75,67,81,70,def_ball_winners
Da Hwon Jung,71,69,73,66,65,62,45,53,55,46,47,43,41,68,62,50,61,57,43,65,61,67,67,60,66,55,79,64,def_ball_winners
Xuesheng Dong,62,48,64,63,64,54,65,68,65,66,59,60,55,46,50,45,55,55,53,58,73,39,14,18,66,71,79,58,aerial_ball_skiller
Ricardo Cavalcante Mendes,73,72,71,73,63,67,58,64,65,65,68,61,62,72,57,49,66,62,51,46,44,15,64,67,62,60,65,61,technical_finishing_attackers
Zoran Jovanovic,68,71,85,65,45,67,50,54,55,58,61,57,66,66,66,52,67,60,69,48,20,48,12,15,74,54,31,49,aerial_ball_skiller
Henrique de Andrade Silva,76,73,84,92,54,64,68,70,67,67,63,59,72,50,57,33,63,39,58,27,21,31,35,23,56,59,29,30,aerial_ball_skiller
Andy Cook,65,68,55,62,55,64,63,64,64,68,60,60,62,53,30,40,55,50,52,18,67,25,22,19,80,77,82,75,aerial_ball_skiller
Keinan Davis,68,72,70,76,54,61,52,68,61,62,55,48,47,59,45,37,56,40,45,44,65,44,34,23,68,68,81,68,aerial_ball_skiller
Marcel Costly,81,82,78,71,58,63,54,62,54,48,47,40,38,60,67,30,63,51,46,63,40,54,63,61,66,65,60,53,def_ball_winners
Egor Nazaryna,62,66,67,59,57,68,51,48,43,59,62,58,49,65,61,49,70,67,62,54,47,57,61,58,55,72,52,47,def_ball_winners
Luis Carlos Cabezas,62,70,58,58,62,60,65,70,65,70,59,59,70,48,37,46,48,39,48,16,63,39,28,22,61,57,73,58,aerial_ball_skiller
Mark McKenzie,75,74,61,61,59,48,45,21,18,34,21,28,30,26,25,24,68,56,26,60,59,67,66,62,69,64,70,63,strong_defensive_minded
Jorman Campuzano,71,72,71,73,63,62,63,39,32,56,49,42,36,51,36,42,69,62,38,65,48,57,60,55,73,87,62,72,def_ball_winners
Giangiacomo Magnani,55,61,54,52,50,52,54,21,33,52,25,35,38,34,40,30,52,45,30,58,68,75,68,65,71,63,67,56,strong_defensive_minded
Julio Cascante,57,58,39,54,63,55,64,55,45,40,15,26,37,35,21,21,65,50,24,61,56,66,65,63,64,55,70,75,strong_defensive_minded
João Gervásio Bragança Moutinho,65,64,48,64,66,60,43,22,19,35,16,28,34,33,55,27,62,40,28,67,62,65,65,64,72,65,65,58,strong_defensive_minded
Michael Breij,69,66,70,66,63,65,62,61,59,68,58,54,58,63,60,49,64,53,55,36,52,50,34,34,55,72,56,42,technical_finishing_attackers
Paul Jaeckel,54,55,49,50,59,43,46,31,25,47,36,33,44,38,35,37,37,36,31,62,66,68,72,69,57,55,70,60,strong_defensive_minded
Linton Maina,79,79,79,79,53,70,55,49,58,55,49,49,44,64,56,43,62,58,61,19,44,26,23,22,54,50,44,38,aerial_ball_skiller
Nizamdin Ependi,75,77,72,83,65,46,59,41,27,20,27,23,37,31,68,32,54,26,30,69,56,62,69,63,80,64,65,54,strong_defensive_minded
Enock Mwepu,75,80,60,66,64,68,64,59,63,68,59,69,49,59,56,49,66,63,48,63,38,55,65,63,55,61,73,58,def_ball_winners
Kristal Abazaj,78,83,76,66,58,61,61,63,68,66,65,58,61,58,63,51,56,46,56,36,35,31,21,24,77,62,63,35,aerial_ball_skiller
Luca Pellegrini,75,72,54,69,60,60,54,66,30,36,35,33,49,36,69,39,56,40,39,58,54,64,66,68,59,58,50,56,def_ball_winners
Bambo Diaby,73,81,56,58,62,64,65,59,22,30,15,27,37,48,67,28,62,51,20,57,58,64,63,58,74,67,80,70,strong_defensive_minded
Mégan Laurent,76,68,79,77,60,64,62,63,58,71,66,63,59,64,56,63,64,58,64,42,37,35,39,34,74,61,48,61,technical_finishing_attackers
Lars Nieuwpoort,65,67,66,48,50,57,62,23,28,55,45,28,37,28,32,45,62,66,48,65,63,64,64,62,69,66,72,63,strong_defensive_minded
Jordy Thomassen,63,69,68,59,63,62,62,65,66,62,61,57,64,57,40,27,54,37,54,11,64,22,15,17,65,67,80,56,aerial_ball_skiller
Yacine Adli,62,61,65,57,56,72,65,59,46,67,53,50,55,65,62,50,67,65,60,51,60,59,57,55,59,59,63,55,def_ball_winners
Aleksandar Vukoti?,39,45,46,29,60,57,55,33,38,55,33,36,34,45,27,32,63,65,31,65,68,65,60,56,42,63,89,63,strong_defensive_minded
Fabio Viteritti,78,72,84,90,57,66,66,58,63,67,62,62,74,60,62,58,62,59,67,32,30,40,39,37,63,76,59,58,technical_finishing_attackers
Danilho Doekhi,63,71,62,55,53,66,62,40,39,61,31,30,41,53,39,34,65,65,38,62,62,65,61,58,76,68,80,62,def_ball_winners
Sarpreet Singh,78,79,75,82,62,64,65,55,58,56,68,56,57,69,63,61,63,60,63,57,44,49,40,41,65,54,39,59,technical_finishing_attackers
Leandro Putaro,67,67,58,63,64,68,59,69,66,66,57,55,61,49,56,40,67,49,52,35,65,39,38,31,54,63,74,49,aerial_ball_skiller
Jay Dasilva,82,80,67,64,59,65,60,55,35,46,38,34,43,50,63,52,58,37,55,62,45,56,62,68,66,64,59,62,def_ball_winners
Kyu Baek Choi,66,70,58,58,61,45,65,32,21,40,22,26,36,50,40,28,57,59,27,69,68,64,67,66,66,64,76,43,strong_defensive_minded
Ryoya Ogawa,81,75,73,61,60,57,63,44,45,47,50,41,47,42,65,57,60,58,53,64,50,55,62,63,52,75,72,61,def_ball_winners
Kento Hashimoto,70,70,67,58,61,64,57,65,59,56,53,45,57,62,62,56,66,64,54,65,58,52,57,56,54,76,70,59,def_ball_winners
Takumi Miyayoshi,76,81,76,79,69,62,65,58,62,72,58,57,59,45,34,29,49,34,40,15,68,22,14,19,92,68,62,30,aerial_ball_skiller
Hidekazu Otani,55,53,52,70,68,63,55,44,27,51,36,28,43,65,46,33,69,65,31,71,43,63,62,56,66,60,58,52,def_ball_winners
Shunki Takahashi,68,65,76,76,63,63,53,46,26,54,32,37,45,44,68,34,56,51,50,64,47,49,67,64,72,85,58,75,def_ball_winners
Keijiro Ogawa,72,71,71,81,62,65,58,56,64,63,57,55,59,57,63,43,63,60,60,54,47,47,49,51,65,64,61,53,technical_finishing_attackers
Sho Inagaki,72,70,70,67,56,70,60,60,59,58,58,61,63,59,64,60,68,67,55,55,53,67,53,49,45,77,69,57,all_rounders_passers
Jonathan Augustinsson,74,78,70,67,46,60,52,44,28,50,41,23,41,38,67,53,65,62,64,55,59,63,65,67,60,78,71,53,def_ball_winners
Alexis Hinestroza,61,62,55,59,62,55,66,43,26,46,33,34,42,59,40,52,68,68,33,63,66,62,59,51,57,74,83,70,def_ball_winners
Amir Hadiahmetovi?,68,69,58,69,53,70,48,65,46,72,66,43,55,64,42,61,71,68,54,63,54,41,65,62,54,73,68,69,def_ball_winners
Franco Troyansky,75,68,63,69,68,69,65,63,67,63,59,49,61,56,45,33,52,38,44,13,60,16,16,21,67,66,49,32,aerial_ball_skiller
Shunsuke Kikuchi,72,76,70,61,61,66,65,58,55,64,57,34,45,56,45,42,68,68,42,62,60,44,52,51,68,91,74,55,def_ball_winners
Seiya Fujita,67,81,72,72,62,64,57,55,52,52,44,44,52,57,63,39,64,58,52,50,44,24,40,34,46,87,63,64,aerial_ball_skiller
Han Jin Kweon,54,56,48,60,55,55,50,34,43,36,37,31,33,42,40,25,56,58,22,67,59,67,67,68,73,60,69,52,strong_defensive_minded
Tahith Chong,78,75,76,61,53,65,60,66,58,53,56,59,44,63,62,60,62,58,65,37,50,38,40,36,64,54,66,64,technical_finishing_attackers
Óscar Franco,46,49,54,52,56,63,56,68,68,65,58,54,71,54,23,27,58,44,34,15,74,20,16,21,67,67,87,47,aerial_ball_skiller
Maxime D'Arpino,68,69,82,80,54,68,59,51,48,62,50,54,55,61,56,48,73,70,57,52,48,58,58,57,56,72,62,62,def_ball_winners
Luís Pedro Pinto Trabulo,59,58,58,52,69,71,63,66,33,63,41,45,54,66,59,41,68,56,56,60,64,61,67,64,63,73,72,70,def_ball_winners
Leonardo Peixoto Príncipe,71,73,58,76,53,65,56,53,46,50,46,49,53,41,67,45,62,55,69,52,60,62,66,65,72,81,54,65,def_ball_winners
Ronny König,32,30,38,40,66,63,68,71,72,70,66,65,60,58,48,43,46,38,59,35,80,35,36,12,43,48,93,61,aerial_ball_skiller
Martin Stoll,37,31,50,53,66,57,68,37,40,44,43,31,29,44,32,34,52,49,23,64,68,66,67,65,52,31,75,60,strong_defensive_minded
Kasper Risgård,52,62,61,69,67,65,66,67,63,69,65,45,62,65,56,64,68,65,65,46,61,55,56,54,66,61,72,67,all_rounders_passers
Dean Lewington,49,40,67,55,61,58,69,57,22,51,47,18,22,54,63,63,59,60,56,61,57,64,67,63,67,74,78,68,def_ball_winners
Andy Butler,42,35,54,59,58,52,52,25,33,48,25,52,38,47,41,27,51,48,17,60,65,64,65,64,71,73,76,70,strong_defensive_minded
Christian Schwegler,73,72,71,70,59,64,63,66,27,61,60,22,25,61,59,45,58,57,53,61,52,60,66,67,76,75,73,78,def_ball_winners
Leandro Freire de Araújo,37,47,34,52,63,50,55,22,35,42,34,36,40,46,40,34,53,47,37,62,66,65,61,57,67,65,82,68,strong_defensive_minded
S?awomir Peszko,75,72,68,74,61,63,55,62,59,62,64,61,53,60,64,58,67,64,66,42,33,29,38,45,75,65,49,90,technical_finishing_attackers
James Coppinger,55,49,68,87,64,72,62,59,61,67,65,57,61,64,65,63,65,65,65,49,55,33,45,42,85,68,59,45,technical_finishing_attackers
Gareth Evans,82,85,73,65,61,60,65,58,58,72,59,55,70,58,66,59,59,52,46,53,64,45,56,55,77,90,78,78,all_rounders_passers
Daniel Fredheim Holm,65,64,73,72,61,67,72,66,58,65,59,64,65,72,66,68,68,61,68,63,58,53,61,54,79,67,74,59,all_rounders_passers
Grzegorz Wojtkowiak,65,58,70,60,63,63,61,37,35,42,55,34,50,43,53,42,63,54,50,68,70,59,65,64,72,81,68,62,def_ball_winners
?ukasz Gargu?a,48,34,68,65,66,61,61,60,64,60,68,69,64,70,69,66,73,68,70,59,44,60,44,36,60,41,59,42,technical_finishing_attackers
Alan Power,55,45,72,78,71,64,65,48,48,44,41,38,67,63,57,49,69,67,38,50,51,50,64,63,60,79,68,80,def_ball_winners
Donglu Sui,33,41,56,32,58,61,50,63,58,48,49,33,38,60,47,39,57,52,35,64,67,67,63,61,33,40,83,62,strong_defensive_minded
Xiaodong Fan,70,67,64,67,61,58,45,52,49,50,48,41,40,53,63,57,62,51,64,57,48,72,68,63,50,70,60,55,def_ball_winners
David Gomis,72,70,64,68,56,68,59,61,65,51,61,41,53,59,61,46,61,59,52,23,45,34,47,46,58,51,56,43,aerial_ball_skiller
Luca Fiordilino,76,76,70,76,66,70,61,42,44,56,57,49,52,62,59,53,70,68,56,62,55,65,60,57,65,67,51,62,def_ball_winners
Giannis Bouzoukis,68,66,73,78,56,69,49,59,54,60,58,36,43,63,62,65,66,60,67,42,48,40,45,48,63,59,44,55,technical_finishing_attackers
Khotso Malope,73,71,60,80,62,68,60,60,35,45,55,51,48,65,60,61,69,66,65,45,40,62,58,44,55,65,44,45,def_ball_winners
Abou Ba,66,67,59,69,63,67,47,63,46,56,51,45,45,61,45,39,67,63,36,56,66,61,60,55,68,75,71,65,def_ball_winners
Mthokozisi Dube,75,72,51,78,55,65,55,45,22,55,35,39,38,38,61,33,58,65,48,66,45,68,69,64,56,65,52,58,def_ball_winners
Daniel Escriche Romero,69,68,61,70,60,62,49,65,69,64,60,59,64,55,35,46,63,40,49,13,69,48,17,14,68,63,54,32,aerial_ball_skiller
Fabio González Estupiñán,63,58,61,75,63,68,59,60,59,54,56,35,48,66,45,44,67,65,45,56,49,58,59,41,52,64,58,43,def_ball_winners
Júnior Moreno,64,65,54,73,60,61,70,39,51,66,59,48,61,54,65,65,68,69,73,66,62,58,63,57,64,63,72,72,all_rounders_passers
Enrique Gómez Hermoso,67,54,44,46,51,42,48,33,21,42,30,33,46,37,29,33,40,35,35,61,63,71,72,71,76,53,69,53,strong_defensive_minded
Cyrille Bayala,79,80,70,63,60,65,61,64,62,70,52,51,52,61,60,41,61,50,60,27,46,38,29,27,54,63,69,42,aerial_ball_skiller
Zinho Vanheusden,63,65,66,56,57,50,57,34,27,53,25,29,62,39,42,64,50,43,54,63,67,62,71,71,66,51,65,66,strong_defensive_minded
Lyle Foster,76,72,56,66,55,67,49,61,65,75,55,61,65,58,38,38,59,45,44,24,58,36,33,31,61,55,60,38,aerial_ball_skiller
Patson Daka,84,82,70,59,57,63,53,60,63,68,63,58,60,53,34,35,60,51,50,17,57,18,24,16,67,63,70,57,aerial_ball_skiller
Mikkel Damsgaard,81,79,73,80,63,65,62,67,56,54,48,45,45,63,58,38,62,59,54,37,51,46,41,38,69,71,56,62,aerial_ball_skiller
Roberto Massimo,85,88,78,67,58,68,48,55,62,62,55,40,58,53,51,32,63,52,38,26,55,46,24,20,65,56,60,52,aerial_ball_skiller
Moussa Diaby,81,77,82,86,55,70,60,56,61,66,49,60,42,59,51,41,64,58,53,31,36,34,39,38,62,52,34,43,aerial_ball_skiller
Christos Giousis,67,71,73,76,57,67,70,65,63,47,51,49,50,63,63,53,63,52,57,30,52,38,27,31,59,55,50,50,aerial_ball_skiller
Phetso Maphanga,77,75,58,70,62,61,67,55,33,56,38,48,39,48,66,39,59,61,38,55,55,68,68,62,58,69,52,51,def_ball_winners
Medhy Guezoui,73,82,69,48,74,64,53,65,71,62,62,54,55,33,47,49,49,37,47,15,48,17,14,11,60,54,77,51,aerial_ball_skiller
Felix Burmeister,62,63,54,61,59,52,54,30,32,60,29,21,47,43,42,31,54,53,37,63,60,64,65,62,76,63,76,63,strong_defensive_minded
Héctor Acosta,70,73,59,65,63,61,50,45,33,35,28,23,36,32,59,43,56,55,43,66,56,62,67,67,57,61,64,55,strong_defensive_minded
Joel Valencia,86,84,88,92,59,65,65,56,51,55,47,38,48,67,47,47,62,52,44,49,34,41,52,48,73,73,61,60,def_ball_winners
Jan Washausen,60,65,61,58,67,50,55,33,31,33,35,29,50,55,43,45,61,59,48,69,63,68,66,63,64,77,73,64,strong_defensive_minded
Pascal Breier,63,62,66,66,65,64,68,67,66,66,56,54,53,56,48,42,66,49,67,32,61,30,29,23,65,73,70,69,aerial_ball_skiller
Marco Ospitalieri,61,69,56,61,54,69,50,33,56,59,60,32,50,43,68,42,66,61,42,60,62,63,66,64,57,63,69,59,def_ball_winners
Enzo Martinez,66,71,74,86,64,68,58,66,54,65,55,54,60,65,47,69,65,61,71,53,49,62,63,58,56,74,56,75,all_rounders_passers
Jesús Rubio Martín,63,57,56,67,53,68,65,54,57,54,58,51,72,71,64,73,72,71,75,37,39,47,57,46,46,49,57,46,technical_finishing_attackers
Paulo Otávio Rosa da Silva,79,76,82,83,59,67,48,54,40,58,57,46,41,49,69,46,67,54,55,60,34,67,58,63,60,69,44,57,def_ball_winners
Fabien Boyer,67,67,57,44,62,56,52,48,22,46,26,25,46,29,61,33,58,64,32,64,65,60,66,68,67,71,75,78,strong_defensive_minded
Robin Yalç?n,64,61,65,67,65,70,54,45,39,59,47,45,44,62,48,46,72,66,55,56,50,64,60,64,75,68,68,51,def_ball_winners
Jamal Thiaré,74,80,81,76,64,65,58,65,65,62,59,58,59,53,47,30,58,46,44,12,57,20,20,18,68,62,60,34,aerial_ball_skiller
Sol Hyeon Ka,63,60,55,47,55,53,55,35,24,36,37,21,36,49,46,22,55,50,23,65,66,65,64,62,61,79,82,59,strong_defensive_minded
Iván Vásquez,46,39,81,77,58,63,54,46,27,62,63,47,39,66,58,55,74,71,49,61,37,64,55,63,68,75,58,60,def_ball_winners
Francesco Forte,56,62,59,65,60,64,63,69,68,67,56,51,67,46,35,29,47,35,33,20,65,21,23,20,73,54,72,27,aerial_ball_skiller
Ariel Martínez,68,68,74,72,57,69,57,56,61,70,66,32,53,64,52,59,66,62,50,42,53,39,36,43,70,72,70,47,technical_finishing_attackers
Cristian Palomeque,85,82,86,79,58,65,63,54,59,66,58,61,62,59,61,69,60,55,66,32,49,58,24,23,92,62,66,63,technical_finishing_attackers
Daniele Gabriele,75,74,81,72,64,67,52,64,65,63,54,56,67,63,49,62,61,47,61,20,48,39,22,21,66,69,47,42,aerial_ball_skiller
Ofir Davidzada,72,70,75,73,62,60,61,57,27,46,36,26,38,58,71,38,63,53,66,65,58,62,64,65,67,60,55,64,def_ball_winners
Gianmarco De Feo,83,77,90,89,67,71,63,63,61,61,42,71,55,60,52,42,58,55,61,23,32,29,24,22,37,77,33,55,aerial_ball_skiller
Gonzalo Castillejos,54,53,52,48,64,58,46,72,65,64,64,50,70,49,45,40,52,47,49,35,70,20,24,23,60,60,73,52,aerial_ball_skiller
Gonzalo Piovi,74,73,77,77,58,50,53,50,23,34,35,29,49,37,49,42,45,47,41,66,51,65,74,75,73,76,62,68,def_ball_winners
Federico Álvarez,68,66,59,58,61,54,50,46,28,28,34,35,48,43,64,39,53,45,39,67,66,63,67,66,71,72,70,60,strong_defensive_minded
Marcelo Amado Djaló Taritolay,31,49,27,30,54,52,46,28,22,61,19,25,32,28,24,30,32,29,30,58,62,66,70,63,60,46,90,67,strong_defensive_minded
Carl Starfelt,68,70,55,61,53,41,45,32,23,38,20,26,39,32,27,24,45,38,30,60,64,66,68,67,65,68,78,67,strong_defensive_minded
Matías Blázquez,48,53,45,35,52,45,56,24,19,64,27,34,35,26,33,32,62,56,28,61,73,64,63,59,73,62,81,62,strong_defensive_minded
Ju Sung Woo,63,63,57,61,65,59,59,43,42,59,58,21,32,47,60,56,62,52,26,71,67,47,65,64,75,77,75,70,def_ball_winners
Yanqiang Hu,82,87,91,76,62,62,61,62,58,57,51,45,48,65,53,41,59,64,42,33,40,40,32,36,52,76,54,42,aerial_ball_skiller
Keziah Veendorp,67,71,65,53,53,62,54,23,39,69,56,50,62,26,34,57,66,65,40,58,66,62,65,64,83,61,75,61,def_ball_winners
Francisco Fydriszewski,50,54,48,42,59,70,48,58,66,67,68,63,60,51,32,33,58,31,37,34,62,25,25,26,60,64,79,54,aerial_ball_skiller
Nicolás Oroz,75,77,80,78,55,69,53,51,48,65,57,46,48,57,64,49,68,61,55,58,45,57,46,45,35,62,57,45,def_ball_winners
Aslak Fonn Witry,76,74,68,75,59,58,52,44,27,61,48,32,43,49,63,62,57,51,61,65,41,59,67,65,64,75,60,62,def_ball_winners
Saleh Al Jaman,79,81,76,78,58,65,45,62,62,66,58,36,56,53,58,48,61,58,63,17,57,28,14,20,74,65,62,33,aerial_ball_skiller
Florian Jamnig,83,78,66,71,64,61,59,55,63,71,63,39,52,60,63,57,61,58,58,35,45,26,36,33,46,67,58,37,aerial_ball_skiller
Alessandro Ciranni,71,73,58,65,60,67,59,51,49,44,65,49,54,52,69,73,64,63,78,62,39,66,65,62,48,62,41,52,def_ball_winners
Cristóbal Vergara,66,56,52,60,55,49,48,25,25,49,31,22,36,38,50,42,62,57,38,70,65,65,61,57,74,66,75,65,strong_defensive_minded
Weihui Rao,74,73,63,68,61,58,56,49,23,24,26,20,63,35,68,70,68,62,65,58,60,65,64,62,67,69,64,62,def_ball_winners
Jacopo Petriccione,58,53,59,68,63,70,57,65,49,57,46,39,49,63,63,42,74,70,50,55,63,50,62,61,63,34,60,61,def_ball_winners
Nathan Raphael Pelae Cardoso,76,73,74,72,59,52,47,47,39,64,42,39,47,39,43,39,60,59,41,66,65,55,68,64,82,65,69,69,def_ball_winners
Pablo Jaquez,58,65,50,75,63,55,59,29,21,47,21,29,44,32,34,30,55,50,29,63,67,64,68,62,76,65,65,55,strong_defensive_minded
Elliot Käck,88,83,71,83,53,60,57,50,37,68,55,43,39,62,65,57,56,56,67,64,48,60,57,58,83,86,50,46,def_ball_winners
Deklan Wynne,79,73,61,76,61,60,53,48,24,23,27,31,41,43,55,32,56,52,30,62,60,62,64,64,76,63,69,69,strong_defensive_minded
Jafar Arias,55,67,43,52,59,58,54,60,67,72,62,52,51,50,31,34,57,32,38,18,66,25,23,26,62,60,83,53,aerial_ball_skiller
Hernán Da Campo,69,73,65,64,61,65,49,58,64,62,56,39,55,66,64,54,62,53,57,48,41,44,55,45,64,72,69,58,def_ball_winners
Emiliano Amor,46,43,38,46,57,50,45,27,18,45,19,23,36,34,35,17,52,48,30,59,61,65,65,64,58,63,85,70,strong_defensive_minded
Carlos Lobos,71,70,64,69,62,66,58,48,53,66,45,38,61,50,52,46,72,66,45,60,47,64,66,63,64,55,71,55,def_ball_winners
Adrián Arregui,71,69,68,69,55,64,62,50,52,61,63,58,53,56,45,36,63,63,39,63,68,52,68,67,80,82,69,82,def_ball_winners
Jimmy Martinez,73,77,72,70,62,66,50,66,49,51,59,49,52,59,62,49,63,54,45,38,39,44,44,37,59,66,61,51,aerial_ball_skiller
Enes ipovi?,38,44,36,31,53,49,51,24,24,43,25,26,35,30,30,30,49,34,27,57,69,63,69,61,66,62,88,56,strong_defensive_minded
Courtney Senior,90,90,81,81,47,63,56,58,57,52,51,48,51,58,58,42,57,46,57,23,38,50,25,32,60,74,44,43,aerial_ball_skiller
Joaquín Laso,54,58,45,55,54,58,49,23,22,38,25,21,35,35,41,23,45,35,29,63,62,65,66,67,54,66,79,64,strong_defensive_minded
Roman Kerschbaum,67,68,63,65,64,63,56,58,50,64,62,46,58,63,48,54,68,62,49,60,48,55,66,63,58,73,64,63,def_ball_winners
Danilo Arboleda,53,37,47,43,63,41,53,26,16,37,23,23,40,28,27,26,60,35,21,71,75,62,65,58,42,58,91,47,strong_defensive_minded
Hyun Cheol Jeong,50,61,58,58,63,59,59,57,44,67,62,32,35,67,35,41,70,66,34,61,68,55,62,61,73,76,74,57,def_ball_winners
Branislav Ni?aj,32,59,44,48,64,52,52,28,18,33,23,29,40,47,57,24,60,59,24,64,61,62,66,62,33,66,80,67,strong_defensive_minded
Jorrit Smeets,66,64,67,70,66,66,60,57,51,65,50,50,38,64,59,43,67,65,58,64,38,63,69,68,64,71,66,72,def_ball_winners
Mauro Savastano,75,72,67,74,62,62,48,50,31,59,32,34,43,39,56,33,55,40,44,58,60,66,64,70,72,66,66,69,def_ball_winners
Matheus Reis de Lima,70,67,59,57,66,66,56,50,44,40,42,42,49,47,68,46,65,40,47,64,58,60,69,71,74,41,77,57,def_ball_winners
Alan Mozo,79,81,80,73,60,61,60,53,33,29,34,35,47,42,62,38,60,58,34,60,54,63,64,62,55,70,56,56,def_ball_winners
Braian Rivero,65,63,65,67,61,65,60,52,36,54,35,32,48,65,46,43,67,59,42,62,56,61,65,63,61,69,66,67,def_ball_winners
Takaharu Nishino,61,62,35,54,57,55,52,29,32,32,30,31,39,32,31,32,58,32,29,61,60,62,67,69,62,56,80,59,strong_defensive_minded
Kazuya Miyahara,71,72,71,77,62,60,47,37,26,49,40,25,36,43,57,34,71,66,32,71,46,53,65,55,77,83,60,68,def_ball_winners
Jae Suk Oh,57,60,68,62,65,59,59,42,31,37,35,31,34,31,56,32,58,33,31,61,62,63,75,74,56,58,74,49,strong_defensive_minded
Saeed Al Rubaie,63,64,52,53,61,55,58,27,20,34,22,25,35,29,31,27,63,55,23,61,63,63,66,64,62,61,74,59,strong_defensive_minded
