player_name,acceleration,sprint_speed,agility,balance,reactions,ball_control,composure,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick,short_pass,long_pass,pass_curve,interceptions,heading,marking,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,classification
Alberto Almici,77,85,72,60,70,67,60,64,17,62,58,61,42,46,69,48,68,67,52,52,55,64,60,62,66,86,76,65,3
Samuel Gustafson,62,59,75,59,65,72,63,59,56,65,67,47,48,71,62,64,69,65,68,55,49,58,62,60,31,67,64,55,2
Seung Woo Lee,65,67,68,71,68,76,50,70,65,69,68,62,62,56,62,27,69,50,35,16,62,41,12,14,70,51,52,34,4
Rajko Rotman,66,67,67,66,66,61,70,59,63,73,67,53,70,58,63,69,71,65,68,67,67,67,70,60,70,76,72,72,2
Viktor Dorian Klonaridis,84,82,77,74,60,66,62,68,66,71,68,57,62,58,62,60,66,63,60,58,36,45,46,40,62,64,56,63,1
Philip Billing,52,61,54,55,64,69,64,60,58,74,72,62,46,67,44,43,70,69,61,65,68,65,70,65,61,57,77,64,2
Omar Duarte,78,78,74,61,64,65,56,70,69,62,60,59,61,60,57,40,64,37,52,27,60,22,22,18,65,75,64,47,4
Dave Romney,65,64,53,50,63,63,61,50,24,52,24,35,35,52,59,34,61,59,54,65,68,69,66,61,75,70,78,70,3
Enrique Barja Afonso,80,75,75,68,60,69,55,67,66,58,57,49,58,63,65,41,64,63,42,33,59,35,25,31,69,68,61,47,4
Mohamed Abdul Shafy,79,68,79,60,69,66,65,67,45,70,67,35,43,59,65,42,62,66,69,68,65,67,65,63,71,68,69,56,2
Mohannad Aseri,67,63,69,63,65,66,70,65,72,67,62,61,65,46,58,52,59,53,53,28,75,14,17,13,85,64,76,53,4
Reece James,76,79,74,76,70,67,63,55,41,66,55,40,52,45,65,47,65,58,45,62,55,64,67,63,78,77,60,39,3
Mark van der Maarel,68,69,70,75,67,63,68,50,37,58,42,42,50,60,56,40,57,61,42,73,62,69,72,72,74,69,64,74,3
Simon Makienok,37,41,39,30,65,70,66,69,65,68,64,66,72,48,30,38,63,49,43,24,84,34,18,19,67,73,90,67,4
Nicolas Gavory,71,72,75,60,64,64,59,62,51,60,52,52,49,69,73,68,73,69,65,58,52,63,66,65,75,80,61,44,2
Lassane Bangoura,87,87,89,76,54,69,59,64,62,75,57,58,50,63,65,45,63,60,41,35,46,40,17,21,72,60,60,63,1
Thorsten Röcher,80,76,79,72,58,68,55,66,62,66,59,57,48,62,64,45,64,57,54,18,56,30,12,10,72,66,71,54,4
Osayamen Osawe,84,83,70,67,63,61,62,66,68,66,60,63,60,52,43,32,61,33,43,16,62,33,24,16,81,71,76,46,4
Carlos Guzmán,75,73,71,67,64,67,59,32,43,62,44,43,52,39,66,41,65,62,46,62,69,67,68,66,91,74,70,61,3
Zakaria Diallo,46,39,39,30,59,52,64,42,35,53,38,35,48,41,48,45,56,47,52,64,63,67,71,69,39,64,93,75,0
Michal Sácek,69,70,73,73,70,68,73,56,44,62,63,42,46,70,61,52,70,68,63,67,56,54,65,63,74,73,59,68,2
Josh Williams,63,67,50,62,65,56,55,34,39,64,44,49,38,49,51,40,73,72,56,66,66,69,66,65,71,73,73,71,3
Kevin Escamilla,66,56,64,66,66,67,59,45,55,62,54,43,45,61,57,45,68,67,58,68,46,65,65,63,53,72,71,61,3
Adrían Sporle,79,75,68,53,66,65,61,63,44,65,47,47,58,55,65,30,63,58,47,66,57,64,67,65,67,76,78,61,3
Alejandro Contreras,57,51,50,42,63,54,53,44,48,41,36,36,44,37,52,42,66,62,37,66,76,65,63,68,76,72,83,59,0
Atdhe Nuhiu,35,33,45,44,64,70,62,69,70,68,62,65,72,65,47,39,68,52,61,29,74,40,44,34,34,74,91,75,1
Joost van Aken,61,55,59,49,68,64,62,35,25,56,32,33,44,55,40,34,68,67,26,73,70,62,66,65,76,67,70,60,0
Daniel Pudil,56,53,67,59,65,69,71,59,49,74,68,54,61,59,71,69,67,66,71,64,63,63,69,67,63,75,74,78,2
George Boyd,62,59,72,67,67,73,67,68,65,72,70,68,71,71,70,68,67,66,69,62,52,63,68,59,50,82,62,47,2
Lucas Eduardo Santos João,65,75,67,46,63,66,61,63,68,76,60,60,55,62,45,34,54,49,52,22,72,20,23,20,67,69,76,54,4
Kristian Pedersen,67,66,56,48,68,62,61,49,30,49,39,28,30,45,67,25,66,47,36,60,72,68,73,64,67,78,81,71,0
Lukas Jutkiewicz,56,67,55,66,67,70,64,68,65,71,59,62,76,60,51,52,56,49,53,33,78,58,27,24,82,69,79,61,1
Gary Gardner,50,52,60,53,65,72,73,60,58,81,73,73,74,63,70,75,68,72,73,61,72,55,66,61,62,76,70,73,2
Mickaël Alphonse,79,80,57,63,59,61,62,52,46,55,55,32,43,49,67,31,64,59,31,65,60,64,66,66,85,74,61,58,3
Fabrice N'Sakala,83,85,78,78,64,74,66,67,37,45,58,41,55,68,71,50,67,65,55,67,59,58,59,51,85,83,67,70,3
Taha Yalçiner,63,66,67,70,64,67,60,51,45,51,41,32,51,49,52,48,67,63,40,74,69,68,65,64,71,74,67,75,3
Christos Donis,70,71,66,59,62,71,64,64,60,70,64,60,53,61,61,60,73,71,54,55,54,54,59,59,71,75,68,67,2
Aaron Maund,48,63,34,38,68,60,53,42,39,59,42,26,32,54,25,27,62,52,42,67,68,67,69,60,71,68,73,74,0
Jordon Mutch,61,64,63,63,68,70,68,70,62,74,72,44,67,66,68,71,70,67,72,63,65,60,59,58,66,64,69,64,2
José Aja,68,65,58,54,61,48,52,34,28,53,38,38,58,35,29,32,51,41,36,64,69,67,68,63,70,71,80,76,0
Efraín Juárez,72,75,68,62,66,69,62,65,50,64,57,41,51,67,68,51,71,65,70,66,59,66,66,62,64,80,72,72,2
Wilson Kamavuaka,66,65,52,52,67,62,61,31,33,65,46,42,53,49,55,50,63,58,47,69,69,68,71,72,70,75,78,81,3
Serdar Dursun,61,59,61,48,65,64,61,70,70,69,58,63,67,52,48,47,59,44,57,17,73,31,31,19,55,58,79,68,4
George Evans,64,65,66,60,67,67,62,67,65,69,67,56,48,59,61,55,68,71,64,68,63,64,65,62,64,69,68,64,2
Duane Holmes,86,70,78,92,65,68,59,69,55,57,44,52,54,68,59,40,63,53,49,43,51,44,49,45,56,61,33,54,4
Ignacio Méndez Fernández,67,64,73,74,65,70,69,65,57,61,50,53,55,69,69,70,73,69,63,54,44,43,51,50,50,70,55,60,1
Fred Friday,75,77,67,68,62,66,61,65,70,70,59,55,61,51,44,32,58,34,47,23,60,34,14,15,74,65,85,56,4
Joseph Molangoane,78,76,66,83,48,66,68,63,66,68,41,39,59,68,74,63,72,67,51,31,51,54,61,31,50,49,40,26,1
Gustavo Páez,76,75,62,72,59,68,57,59,76,68,71,59,73,56,55,37,64,36,48,19,64,29,19,27,70,60,56,45,4
Filippo Bandinelli,73,71,66,86,64,68,66,63,62,68,64,64,60,68,65,60,69,67,60,64,64,54,60,58,69,72,60,61,2
Jonathan Ávila,33,32,31,32,65,57,56,30,19,57,56,28,33,48,26,23,57,69,27,68,76,64,71,55,30,60,92,74,0
Bryan Heynen,63,65,69,71,63,73,75,59,41,62,54,48,58,70,60,47,74,68,67,62,65,64,63,61,61,67,57,59,2
Víctor Dávila,71,72,78,74,69,74,72,69,69,68,62,65,53,59,45,67,75,65,65,25,43,28,31,34,52,63,56,37,1
Ventura Alvarado,54,67,62,56,62,61,56,23,33,56,48,49,34,52,56,29,63,59,54,62,67,68,67,66,74,66,77,64,3
Leobardo López,46,35,66,64,56,62,54,33,39,65,53,30,69,28,51,52,62,59,55,67,69,64,67,67,81,43,79,71,3
Luis Felipe Gallegos,79,79,79,72,61,67,48,59,60,67,64,58,51,59,66,59,67,60,57,28,39,55,57,45,69,80,58,40,1
Fábio Diogo Agrela Ferreira,68,68,67,73,70,65,71,56,32,58,30,35,48,43,66,40,62,52,58,65,58,64,70,71,63,71,60,59,3
Musa Araz,77,77,77,91,73,68,62,69,60,66,56,58,45,62,46,54,69,64,59,43,39,28,42,44,57,60,45,58,1
Patrick Eze,79,79,80,61,60,64,60,61,69,71,66,62,67,44,43,40,54,40,46,15,64,39,21,18,73,81,83,62,4
Vedat Bora,77,78,75,66,62,68,62,66,48,55,62,38,47,64,69,39,71,73,64,56,49,40,34,38,68,53,49,66,1
Eduardo Herrera,39,54,47,33,68,66,66,69,66,75,62,64,68,65,51,51,68,51,60,42,73,25,34,24,69,72,85,72,1
Marcos Garbellotto Pedroso,78,81,74,71,60,68,59,68,28,36,32,36,46,51,72,38,70,66,55,66,55,59,65,62,70,78,75,59,3
Matt Polster,50,62,50,52,64,66,62,49,48,49,49,34,39,69,58,38,69,66,63,70,62,68,66,64,67,94,75,78,3
Nicolás Stefanelli,90,89,92,92,60,70,56,70,73,62,56,63,55,76,54,46,57,50,62,39,55,38,16,27,91,73,55,58,1
Jesper Nyholm,76,83,83,71,58,65,57,45,42,56,47,32,30,50,43,21,63,64,40,73,62,66,67,69,80,73,70,64,3
Daniel Sundgren,72,79,66,68,61,62,65,52,38,42,45,38,62,49,64,29,66,60,54,64,54,65,65,66,56,80,64,87,3
Max Clark,73,66,71,68,66,66,52,53,52,46,55,42,51,48,63,39,63,57,52,65,54,70,73,68,76,67,64,71,3
Khalid Karami,79,78,73,74,66,64,68,58,54,58,47,38,42,52,67,32,52,60,46,71,52,68,68,64,62,74,63,72,3
Stephen Gleeson,61,66,73,75,65,65,72,59,60,69,69,65,57,65,65,66,71,71,70,68,51,61,62,60,80,77,70,73,2
Yangel Herrera,53,61,60,68,63,67,53,60,49,64,51,39,59,62,44,51,68,64,56,64,65,67,71,68,75,69,71,76,3
Cédric Hountondji,50,53,52,35,57,54,64,25,28,48,29,30,45,34,47,35,64,58,39,68,70,64,73,63,49,58,82,69,0
Hassan Muath Fallatah,88,90,74,52,66,64,70,67,56,79,64,59,71,59,68,67,62,56,58,63,57,64,64,63,62,71,74,82,2
Mansour Al Harbi,76,79,74,63,66,64,59,61,45,46,40,40,33,58,68,48,65,61,61,59,54,67,70,62,75,83,63,61,3
Jamal Ba Jandooh,44,50,63,64,60,66,50,53,55,72,61,52,57,65,68,49,70,71,53,64,54,66,67,62,67,78,76,65,2
Leonardo Bertone,61,74,65,71,63,65,65,67,64,68,69,31,59,68,58,70,71,67,67,65,57,63,59,57,76,77,65,71,2
Dario Vidosic,70,70,67,69,60,68,66,67,62,73,66,68,73,65,67,72,70,66,73,46,62,45,50,51,67,63,73,59,1
Kevin Walker,56,56,68,76,68,67,64,64,56,70,67,60,63,65,68,71,68,65,72,65,44,63,67,64,75,81,59,81,2
Alfonso Parot,67,71,69,56,59,61,66,59,45,48,57,40,49,55,65,44,65,59,59,71,71,45,76,78,71,69,82,83,3
David Mateos Rocha,57,53,63,70,65,67,63,60,59,75,70,56,58,70,64,73,71,70,71,58,55,59,61,59,64,76,69,74,2
Javier Jiménez Moreno,91,87,86,72,60,72,70,69,32,30,33,29,37,59,64,44,66,63,63,62,57,61,66,62,61,76,70,73,3
Liassine Cadamuro,60,66,59,54,70,65,50,48,33,62,28,24,45,47,68,42,68,62,53,68,69,64,63,64,65,66,71,71,3
Zach Clough,78,70,91,91,62,70,71,65,65,65,63,61,68,64,64,70,66,57,65,41,55,34,36,30,63,52,45,34,1
Lukas Mühl,64,66,54,49,69,64,65,29,25,59,45,39,26,59,49,22,64,67,39,61,59,62,72,67,65,65,81,70,0
Joaquín Fernández Moreno,70,71,29,33,58,67,64,50,43,59,45,39,47,62,46,49,67,66,48,67,61,62,72,63,56,71,79,69,3
Tiago Almeida Ilori,69,73,61,53,62,62,65,32,39,43,34,28,41,43,35,33,61,63,31,73,67,59,69,72,62,64,74,58,0
Marvin Friedrich,55,66,54,51,62,55,49,29,35,48,29,35,38,52,43,26,65,67,39,64,69,62,73,69,69,62,76,55,0
Joshua Mees,77,70,76,75,62,69,63,63,68,65,66,62,58,66,59,45,65,54,66,17,48,18,19,15,67,66,57,49,4
Fabian Schönheim,64,75,53,48,64,63,64,55,39,73,54,49,57,59,69,60,65,59,67,62,63,67,67,64,55,70,87,71,2
Kenny Prince Redondo,90,90,81,73,62,67,50,62,61,68,59,55,56,58,60,42,66,55,53,40,43,45,46,47,62,67,53,55,1
Sebastián Salazar,52,65,51,61,73,66,60,56,28,42,38,36,43,58,36,35,70,64,31,67,33,66,65,59,50,78,73,63,3
Jorge Aguirre,73,83,77,83,68,64,60,65,62,65,65,67,60,67,63,59,67,64,68,24,59,36,24,25,71,71,67,42,1
Darío Burbano,79,83,81,79,58,70,67,61,61,67,67,66,60,61,66,65,62,61,65,33,51,41,48,51,59,70,60,35,1
Juan David Valencia,74,77,68,67,67,65,61,70,45,74,70,32,31,60,68,73,61,65,66,71,53,64,67,64,69,72,73,59,2
Héctor Urrego,56,59,57,51,64,48,62,40,38,28,24,22,32,34,47,26,49,51,33,72,73,69,64,59,81,80,77,75,0
Leyvin Balanta,62,74,58,52,69,61,58,60,38,45,38,37,45,56,62,32,59,36,51,66,73,72,70,74,72,61,74,49,3
Hugo Rodríguez,58,54,52,55,66,58,68,40,41,63,52,45,50,47,44,42,62,57,39,68,70,65,70,66,57,61,75,65,3
José Francisco Torres,67,67,78,76,70,67,70,62,56,73,70,69,58,70,61,67,70,68,70,67,54,64,60,55,72,78,57,73,2
Aias Aosman,83,73,77,85,62,68,63,57,60,68,65,59,62,65,62,52,69,66,73,41,36,45,27,26,68,66,61,72,1
Erich Berko,86,83,74,71,64,67,64,66,59,63,55,53,56,61,66,42,66,49,54,35,47,47,31,27,66,73,65,45,4
Jannik Müller,64,68,47,56,67,51,62,36,38,43,26,25,34,49,30,30,60,53,23,65,61,67,69,67,76,65,75,69,0
Rico Benatelli,68,51,75,78,67,71,74,62,58,71,67,48,63,66,64,56,69,66,64,63,45,60,55,58,65,82,73,65,2
Niklas Kreuzer,82,85,83,79,64,65,58,63,59,65,55,60,48,59,69,73,64,52,72,58,41,62,64,63,79,90,58,77,2
Mathieu Deplagne,57,53,49,63,61,64,62,41,21,35,27,25,58,55,68,55,65,57,35,71,71,67,72,72,79,69,73,81,0
Jonathan Tinhan,72,82,81,84,63,62,60,72,70,67,54,53,64,58,66,54,60,59,49,50,60,22,37,33,72,62,68,49,1
Bryan Pelé,72,84,82,86,63,68,59,68,50,62,48,48,66,66,67,42,65,60,60,36,49,47,33,29,49,58,49,31,4
Wout Faes,53,64,50,58,59,63,58,38,24,46,26,23,42,42,31,35,68,62,21,65,70,70,65,63,68,65,75,65,0
Ján Gregu,68,70,66,66,62,68,55,64,60,75,70,61,58,66,64,68,72,68,68,59,60,64,57,57,59,73,67,77,2
Pierre Bengtsson,75,72,76,72,68,68,64,64,45,67,62,55,50,65,66,66,68,65,66,64,50,62,68,70,73,70,60,59,2
Sadiq Umar,66,74,58,38,63,66,63,65,72,62,57,59,60,55,43,41,60,41,56,19,70,37,14,19,66,64,79,30,4
Vitor Costa de Brito,76,75,68,67,67,65,57,49,48,69,68,47,49,52,70,55,64,60,68,62,55,64,68,66,63,77,63,63,2
Luis Fariña,68,66,74,72,66,73,61,63,60,68,59,55,65,66,65,68,66,62,73,49,58,41,50,48,66,41,61,45,1
Awer Mabil,93,92,85,72,62,70,56,60,57,60,44,45,53,53,65,60,61,45,60,25,33,37,23,20,55,68,43,35,4
Lamine Gassama,73,78,76,68,69,64,60,48,35,47,36,32,59,52,65,43,66,60,54,66,58,65,68,63,66,77,71,79,3
Halil Akbunar,81,81,75,72,63,68,55,66,62,59,45,46,50,67,67,58,61,60,54,33,37,35,29,39,38,59,30,52,4
Fausto Grillo,71,74,70,67,64,57,53,44,33,32,36,43,48,53,48,39,55,31,38,64,67,66,66,65,90,74,74,68,3
Christian Chimino,78,80,63,63,69,63,52,54,35,60,53,34,62,45,63,45,60,53,58,64,57,62,68,65,66,83,65,70,3
Mauro Bogado,61,71,72,71,80,73,55,61,58,75,79,53,68,68,56,72,67,77,70,48,43,68,68,65,51,75,63,58,2
Nick Lima,84,79,73,67,69,65,62,63,58,71,61,57,55,60,66,41,65,57,68,63,53,70,64,63,65,71,66,75,2
Emmanuel Rivière,73,72,77,65,63,62,63,72,66,72,64,74,73,59,55,49,61,52,57,24,72,19,34,30,82,61,60,57,1
Tyronne Del Pino Ramos,78,73,82,74,66,66,70,68,57,54,55,40,62,64,64,65,66,55,64,49,51,55,46,34,68,67,73,53,1
Raúl Miguel Cámara,81,87,89,71,65,63,60,54,45,59,45,40,49,58,66,40,68,53,56,57,52,70,64,64,82,75,71,72,3
Adam Hlouek,70,75,67,54,59,65,60,57,48,65,47,54,61,60,68,60,67,59,65,59,66,59,68,63,68,93,71,73,2
Eduardo Alves da Silva,69,67,74,73,57,71,68,68,69,65,64,67,75,68,64,60,68,58,67,34,71,24,26,20,69,53,67,20,1
José Kanté Martínez,67,65,77,76,66,72,65,69,70,62,60,51,66,66,53,34,64,62,61,17,62,38,17,18,76,73,60,44,4
Iñaki Astiz Ventura,54,59,63,58,62,53,53,48,22,37,23,43,34,52,39,27,54,52,22,76,72,64,66,67,72,52,70,75,0
Robert Andrich,64,66,56,57,64,69,64,60,50,75,61,38,56,65,66,74,73,68,69,61,59,59,61,57,65,76,77,61,2
Caner Osmanpasa,54,53,56,48,52,61,48,28,25,48,29,27,47,31,58,27,66,65,32,74,57,68,70,70,73,66,81,54,0
Kadir Keles,73,77,79,78,67,62,58,65,49,60,56,48,44,48,63,50,64,50,64,64,49,65,66,65,72,82,41,62,3
Steven Lewerenz,79,72,83,79,65,66,64,66,70,54,58,51,54,62,66,57,62,53,64,41,42,18,19,18,69,68,56,47,1
Alexander Mühling,65,66,66,63,68,69,63,56,59,71,66,49,50,67,59,56,69,65,44,58,46,58,62,53,71,84,75,68,2
Jonas Meffert,53,54,64,62,64,64,59,47,44,58,56,46,51,62,52,48,70,65,50,67,63,63,68,67,80,69,73,67,3
Éber Henrique Ferreira de Bessa,69,69,76,91,73,70,73,67,59,71,68,43,67,70,63,68,68,64,68,58,59,52,61,62,69,53,52,78,2
José Egas dos Santos Branco,71,76,70,75,65,72,66,64,64,72,70,63,72,63,63,62,64,59,71,26,66,29,38,39,63,62,59,54,1
Yohan Croizet,76,73,79,74,64,75,70,67,65,72,70,63,63,68,68,65,69,68,67,38,53,22,40,40,81,70,71,56,1
Krisztián Németh,76,71,79,71,64,70,59,71,66,68,64,69,67,63,58,55,65,59,59,37,60,33,33,29,59,69,62,63,1
Diego Rubio,70,66,73,77,62,69,58,68,67,73,64,69,74,57,52,42,61,46,60,23,67,28,40,40,68,70,62,66,1
Cristian Lobato Villegas,69,71,78,83,64,73,57,63,56,68,60,49,51,67,65,48,72,68,60,53,44,56,63,56,61,50,62,58,2
Amine Bassi,71,70,71,74,59,68,65,63,63,64,65,58,58,68,64,66,72,65,67,51,59,38,53,54,57,66,56,64,1
Modou Diagne,69,75,61,51,56,55,61,22,23,44,27,33,33,29,42,31,60,49,35,65,66,68,69,63,83,70,75,67,0
Jérémy Clément,44,37,60,64,68,70,71,48,56,67,59,52,63,63,59,54,70,67,51,70,63,66,67,65,70,56,64,56,2
Loris Néry,68,69,72,73,65,65,61,26,39,60,56,46,55,64,65,48,65,62,58,68,62,66,65,65,73,80,73,62,3
Vincent Muratori,68,70,71,55,71,63,62,44,22,22,25,17,46,48,65,32,56,62,47,62,65,71,64,72,81,81,68,72,0
Anthony Koura,90,91,80,81,63,67,65,70,66,67,62,64,54,37,63,43,56,49,59,14,59,14,16,15,64,57,64,46,4
Julian Chabot,40,46,47,34,60,49,52,23,21,40,23,36,41,35,33,30,54,48,31,65,66,66,67,69,65,59,84,79,0
Jesper Drost,73,75,74,75,67,68,72,65,64,63,61,64,64,67,66,56,68,64,60,41,59,40,54,51,43,82,65,60,1
Everaldo Stum,77,72,72,52,70,67,58,68,67,60,62,64,70,50,39,62,64,54,46,16,66,18,24,21,72,68,71,37,4
Alexis Pérez,68,69,61,69,65,55,54,41,29,39,36,19,40,45,57,27,60,53,29,67,62,62,68,65,78,61,82,77,0
George Corral,71,72,66,58,66,65,60,51,48,63,64,38,63,50,67,55,66,64,70,65,62,63,65,67,62,73,67,57,3
Hiram Mier,57,69,66,63,68,55,62,45,37,53,47,34,49,56,49,35,63,55,41,64,72,65,67,67,72,61,73,62,3
Sauli Väisänen,54,54,55,56,52,60,61,34,35,49,39,45,36,50,55,31,56,54,50,66,69,67,70,67,69,55,74,75,0
Patrick Farkas,81,88,76,76,54,64,63,54,57,75,63,39,35,56,66,38,65,64,67,59,58,64,64,64,73,88,65,71,3
Russell Canouse,63,59,65,71,68,65,58,50,46,59,53,49,54,52,39,48,67,68,41,67,61,69,69,67,70,68,75,70,3
Kofi Opare,65,71,66,56,67,51,56,48,38,37,25,30,35,38,42,28,57,46,27,62,71,66,67,65,79,71,78,71,0
Darren Mattocks,91,92,87,73,62,63,58,67,67,77,60,54,59,57,53,29,60,48,62,13,56,25,25,16,93,75,65,64,4
Jalil Anibaba,59,65,67,61,66,56,58,36,29,68,56,39,43,43,58,45,63,60,50,68,64,69,65,66,75,74,75,67,3
Antonio Mlinar Delamea,65,59,53,61,67,50,57,25,29,44,29,26,39,27,36,22,69,63,28,69,62,70,66,64,70,66,70,79,0
Scott Caldwell,42,42,55,77,66,63,65,53,54,64,53,43,49,60,50,40,71,70,50,63,43,66,65,60,53,75,70,73,3
Sam Nicholson,89,86,85,83,57,69,57,60,57,61,55,51,46,57,65,37,64,55,51,29,55,53,49,34,59,69,58,56,4
Danny Wilson,54,62,58,41,55,60,63,33,44,37,32,36,37,55,31,30,63,70,42,67,68,63,67,67,72,76,81,75,0
Hyun Soo Hwang,53,61,42,65,57,54,62,34,34,59,48,48,46,23,21,47,48,30,23,73,69,60,70,67,75,57,81,71,0
Keun Ho Lee,59,77,77,74,71,64,69,75,65,68,52,55,62,66,60,56,63,63,61,54,61,26,35,33,67,61,78,53,1
Richard Windbichler,66,68,57,62,67,63,62,48,37,35,21,21,56,64,35,16,65,62,35,71,73,58,71,67,76,76,77,72,0
Yong Woo Park,58,53,61,57,67,66,58,59,57,67,68,49,42,71,47,47,68,74,37,63,65,60,63,57,72,77,89,65,3
In Seong Kim,87,92,81,65,57,70,60,57,63,66,40,51,66,48,76,48,71,62,55,22,45,34,31,31,80,35,56,33,4
Daniel Høegh,54,45,54,51,62,56,61,27,31,58,46,33,34,38,31,28,62,65,30,65,75,65,70,69,64,69,77,64,0
Pelle van Amersfoort,62,65,69,45,66,70,72,68,66,65,58,58,60,67,47,40,68,69,41,63,68,47,54,37,77,77,71,67,2
Hugo Leonardo Silva Serejo,55,58,73,62,65,68,65,58,61,70,69,51,63,71,60,68,67,66,57,70,55,64,65,64,80,73,76,73,2
Kento Misao,72,74,66,67,62,71,59,39,40,59,36,40,42,64,65,44,70,65,53,62,56,67,70,65,68,71,74,68,3
Abdul Aziz Al Jebreen,61,64,64,57,65,69,66,65,67,63,68,65,57,69,67,55,71,68,57,68,61,57,64,61,59,75,75,64,2
Luca Paganini,70,78,76,71,69,69,58,63,46,64,65,40,55,68,66,42,68,65,59,32,32,27,18,14,53,73,55,46,4
Paolo Sammarco,67,66,73,68,67,69,75,63,45,68,70,55,55,65,60,56,69,71,58,64,58,67,66,58,72,69,69,56,2
Yasushi Endo,47,60,74,83,72,66,70,72,64,60,58,47,54,65,74,72,71,71,74,42,61,53,31,25,86,73,59,59,1
Emiliano Marcondes,76,77,88,72,64,72,62,70,70,67,63,57,61,62,64,70,69,63,69,23,53,32,42,27,70,73,56,54,1
Chris Mepham,64,65,51,52,63,62,61,28,22,33,24,24,42,48,29,31,63,53,25,65,58,69,67,69,74,66,74,66,0
Sergi Canós Tenés,74,65,76,84,65,65,60,68,64,67,64,56,61,73,64,55,61,50,51,58,51,43,55,50,52,56,65,75,1
Saïd Benrahma,76,74,78,57,55,71,61,60,67,71,70,66,62,60,65,66,67,61,71,36,47,42,29,21,54,64,42,45,1
Florian Dick,60,64,58,58,65,63,73,56,50,79,68,64,64,55,76,69,65,66,63,67,63,68,69,68,76,64,77,75,2
Erkan Kas,76,75,76,72,67,74,66,62,55,72,67,63,56,64,69,64,67,64,68,68,53,65,67,62,56,68,62,74,2
Amaury Escoto,73,73,70,57,68,71,62,69,69,62,62,41,60,57,62,33,63,57,44,44,65,19,23,14,59,65,67,52,4
Alejandro José Muñoz Miguel,68,73,60,61,65,59,58,55,34,39,25,37,45,43,56,49,63,67,55,70,67,64,65,69,73,81,73,59,3
Gaizka Toquero Pinedo,70,68,38,63,78,60,60,74,63,76,55,65,66,67,67,52,63,60,60,57,77,59,56,47,83,87,85,80,2
Juan Mahecha,57,61,69,70,74,66,58,64,52,67,69,66,59,65,68,68,70,72,58,67,59,70,67,56,77,58,58,77,2
Carlos Peralta,75,72,70,68,58,64,64,72,71,65,58,59,61,49,35,32,56,27,34,17,70,40,19,10,66,49,68,25,4
Andrés Correa,75,78,79,74,63,57,56,42,26,64,45,28,53,59,66,45,63,51,31,68,54,55,66,68,81,85,62,70,3
Emanuel Olivera,57,55,54,56,60,45,49,29,29,56,43,28,47,33,32,28,52,33,36,70,65,67,74,70,73,71,76,59,0
Clemente Rodríguez,76,70,71,81,63,67,74,60,58,65,51,53,48,64,71,53,67,62,46,67,42,60,70,69,87,74,68,72,2
Matthew Palmer,72,69,68,67,64,66,62,64,59,62,63,55,55,69,69,60,70,67,57,66,50,62,62,58,69,75,66,60,2
Matthieu Saunier,35,51,55,60,67,63,62,18,16,68,46,47,55,45,38,22,68,71,24,73,62,52,71,73,84,67,75,68,0
Joris Sainati,68,69,60,59,60,53,57,39,30,34,29,12,37,38,56,22,63,59,48,62,63,64,67,66,73,76,85,75,0
Adam Le Fondre,70,68,70,77,67,68,74,71,73,67,60,71,83,66,65,53,62,51,66,34,61,19,21,14,75,65,60,55,1
Michael Zullo,77,77,88,89,66,70,65,66,53,41,49,58,59,60,71,46,68,56,62,63,46,65,65,65,91,74,62,67,2
Milan Vilotic,43,51,55,62,55,58,66,39,38,62,52,35,61,41,43,42,58,59,34,63,76,68,69,67,66,67,77,59,0
Vincent Sasso,42,36,46,46,65,59,60,22,22,40,21,26,41,32,47,26,57,53,37,69,70,68,69,67,67,38,75,67,0
Jop van der Linden,31,31,34,43,62,67,68,36,49,76,68,42,75,59,75,81,72,70,80,72,67,70,68,67,46,63,72,65,2
Nassim Ben Khalifa,74,76,75,57,68,71,54,68,65,62,53,59,66,68,59,49,68,65,50,31,66,32,23,26,68,82,70,54,1
Rhyan Grant,73,68,77,73,62,65,63,62,54,67,66,42,56,60,63,51,65,59,56,65,52,64,66,63,82,92,73,70,2
Brandon O'Neill,65,62,76,84,64,66,66,59,51,61,61,50,64,65,63,74,71,68,79,64,58,60,67,62,84,91,72,63,2
Juan Cavallaro,79,76,81,79,66,65,65,63,65,68,76,47,56,67,61,41,70,65,47,39,43,27,35,36,29,62,71,42,1
Miguel Ángel Martínez,32,35,33,33,55,40,57,26,46,68,60,30,27,41,28,60,55,50,23,66,69,70,67,65,67,67,82,81,0
Jonás Aguirre,94,94,86,80,58,69,49,56,57,67,61,58,64,56,58,43,67,57,56,40,46,32,55,48,56,70,62,55,1
Shani Tarashaj,77,75,75,80,62,67,62,75,67,67,53,44,69,66,63,30,66,51,68,21,56,30,21,12,63,59,63,56,4
Nabil Bahoui,77,76,59,43,64,70,68,57,64,72,68,63,66,62,64,68,64,63,69,23,51,26,25,20,37,71,83,52,1
Pierrick Valdivia,57,59,73,56,69,67,67,64,67,72,72,51,62,64,60,68,69,66,64,69,62,63,65,63,73,77,75,68,2
Féthi Harek,50,48,52,73,56,62,59,46,28,45,41,43,40,57,68,54,61,63,64,71,65,72,68,65,68,63,63,74,3
